JobID,JobName,User,Partition,State,AllocCPUS,Elapsed,MaxRSS,TotalCPU
379880,Q05S128a,dgoncalves,cpu2,FAILED,10,00:00:02,,00:00.326
379880.batch,batch,,,FAILED,10,00:00:02,0,00:00.325
379880.extern,extern,,,COMPLETED,10,00:00:05,0,00:00.001
379881,Q05S128a,dgoncalves,cpu2,FAILED,20,00:00:04,,00:00.368
379881.batch,batch,,,FAILED,20,00:00:04,0,00:00.367
379881.extern,extern,,,COMPLETED,20,00:00:07,0,00:00.001
379882,Q05S128a,dgoncalves,cpu2,FAILED,40,00:00:04,,00:00.326
379882.batch,batch,,,FAILED,40,00:00:04,0,00:00.325
379882.extern,extern,,,COMPLETED,40,00:00:06,0,00:00.001
379883,Q05S128a,dgoncalves,cpu2,FAILED,80,00:00:03,,00:00.348
379883.batch,batch,,,FAILED,80,00:00:03,0,00:00.347
379883.extern,extern,,,COMPLETED,80,00:00:05,0,00:00.001
379884,Q06S128a,dgoncalves,cpu2,FAILED,10,00:00:02,,00:00.312
379884.batch,batch,,,FAILED,10,00:00:02,0,00:00.311
379884.extern,extern,,,COMPLETED,10,00:00:05,0,00:00:00
379885,Q06S128a,dgoncalves,cpu2,FAILED,20,00:00:02,,00:00.319
379885.batch,batch,,,FAILED,20,00:00:02,0,00:00.318
379885.extern,extern,,,COMPLETED,20,00:00:05,0,00:00:00
379886,Q06S128a,dgoncalves,cpu2,FAILED,40,00:00:04,,00:00.319
379886.batch,batch,,,FAILED,40,00:00:04,0,00:00.318
379886.extern,extern,,,COMPLETED,40,00:00:06,0,00:00.001
379887,Q06S128a,dgoncalves,cpu2,FAILED,80,00:00:04,,00:00.334
379887.batch,batch,,,FAILED,80,00:00:04,0,00:00.333
379887.extern,extern,,,COMPLETED,80,00:00:06,0,00:00.001
379888,Q07S128a,dgoncalves,cpu2,FAILED,10,00:00:02,,00:00.437
379888.batch,batch,,,FAILED,10,00:00:02,0,00:00.436
379888.extern,extern,,,COMPLETED,10,00:00:05,0,00:00.001
379889,Q07S128a,dgoncalves,cpu2,FAILED,20,00:00:02,,00:00.311
379889.batch,batch,,,FAILED,20,00:00:02,0,00:00.310
379889.extern,extern,,,COMPLETED,20,00:00:05,0,00:00:00
379890,Q07S128a,dgoncalves,cpu2,FAILED,40,00:00:03,,00:00.308
379890.batch,batch,,,FAILED,40,00:00:03,0,00:00.307
379890.extern,extern,,,COMPLETED,40,00:00:06,0,00:00:00
379891,Q07S128a,dgoncalves,cpu2,FAILED,80,00:00:04,,00:00.332
379891.batch,batch,,,FAILED,80,00:00:04,0,00:00.331
379891.extern,extern,,,COMPLETED,80,00:00:06,0,00:00.001
379892,Q08S128a,dgoncalves,cpu2,FAILED,10,00:00:05,,00:00.432
379892.batch,batch,,,FAILED,10,00:00:05,0,00:00.431
379892.extern,extern,,,COMPLETED,10,00:00:07,0,00:00.001
379893,Q08S128a,dgoncalves,cpu2,FAILED,20,00:00:02,,00:00.311
379893.batch,batch,,,FAILED,20,00:00:02,0,00:00.310
379893.extern,extern,,,COMPLETED,20,00:00:05,0,00:00:00
379894,Q08S128a,dgoncalves,cpu2,FAILED,40,00:00:03,,00:00.325
379894.batch,batch,,,FAILED,40,00:00:03,0,00:00.324
379894.extern,extern,,,COMPLETED,40,00:00:06,0,00:00.001
379895,Q08S128a,dgoncalves,cpu2,FAILED,80,00:00:04,,00:00.331
379895.batch,batch,,,FAILED,80,00:00:04,0,00:00.330
379895.extern,extern,,,COMPLETED,80,00:00:06,0,00:00.001
379955,Q05S128a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379956,Q05S128a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379957,Q05S128a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379958,Q05S128a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379959,Q06S128a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379960,Q06S128a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379961,Q06S128a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379962,Q06S128a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379963,Q07S128a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379964,Q07S128a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379965,Q07S128a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379966,Q07S128a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379967,Q08S128a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379968,Q08S128a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379969,Q08S128a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379970,Q08S128a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379971,Q05S256a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379972,Q05S256a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379973,Q05S256a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379974,Q05S256a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379975,Q06S256a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379976,Q06S256a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379977,Q06S256a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379978,Q06S256a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379979,Q07S256a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379980,Q07S256a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379981,Q07S256a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379982,Q07S256a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379983,Q08S256a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379984,Q08S256a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379985,Q08S256a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379986,Q08S256a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379987,Q05S512a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379988,Q05S512a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379989,Q05S512a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379990,Q05S512a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379991,Q06S512a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379992,Q06S512a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379993,Q06S512a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379994,Q06S512a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379995,Q07S512a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
379996,Q07S512a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
379997,Q07S512a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
379998,Q07S512a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
379999,Q08S512a,dgoncalves,cpu2,CANCELLED by 383200393,10,00:00:00,,00:00:00
380000,Q08S512a,dgoncalves,cpu2,CANCELLED by 383200393,20,00:00:00,,00:00:00
380001,Q08S512a,dgoncalves,cpu2,CANCELLED by 383200393,40,00:00:00,,00:00:00
380002,Q08S512a,dgoncalves,cpu2,CANCELLED by 383200393,80,00:00:00,,00:00:00
380014,Q05S128a,dgoncalves,cpu2,COMPLETED,10,00:57:16,,57:00.577
380014.batch,batch,,,COMPLETED,10,00:57:16,806.22M,57:00.575
380014.extern,extern,,,COMPLETED,10,00:57:19,0,00:00.002
380015,Q05S128a,dgoncalves,cpu2,COMPLETED,20,00:37:43,,37:36.027
380015.batch,batch,,,COMPLETED,20,00:37:43,966.46M,37:36.026
380015.extern,extern,,,COMPLETED,20,00:37:46,0,00:00.001
380016,Q05S128a,dgoncalves,cpu2,COMPLETED,40,00:36:38,,36:31.455
380016.batch,batch,,,COMPLETED,40,00:36:38,789.66M,36:31.453
380016.extern,extern,,,COMPLETED,40,00:36:41,0,00:00.001
380017,Q05S128a,dgoncalves,cpu2,COMPLETED,80,00:37:13,,36:41.117
380017.batch,batch,,,COMPLETED,80,00:37:13,592.53M,36:41.116
380017.extern,extern,,,COMPLETED,80,00:37:15,0,00:00.001
380018,Q06S128a,dgoncalves,cpu2,COMPLETED,10,02:15:43,,02:15:35
380018.batch,batch,,,COMPLETED,10,02:15:43,1604.07M,02:15:35
380018.extern,extern,,,COMPLETED,10,02:15:48,0,00:00.001
380019,Q06S128a,dgoncalves,cpu2,COMPLETED,20,02:09:51,,02:09:44
380019.batch,batch,,,COMPLETED,20,02:09:51,1761.05M,02:09:44
380019.extern,extern,,,COMPLETED,20,02:09:53,0,00:00:00
380020,Q06S128a,dgoncalves,cpu2,COMPLETED,40,02:15:08,,02:15:00
380020.batch,batch,,,COMPLETED,40,02:15:08,2784.52M,02:15:00
380020.extern,extern,,,COMPLETED,40,02:15:11,0,00:00.001
380021,Q06S128a,dgoncalves,cpu2,COMPLETED,80,02:08:07,,02:07:57
380021.batch,batch,,,COMPLETED,80,02:08:07,2865.39M,02:07:57
380021.extern,extern,,,COMPLETED,80,02:08:09,0,00:00.001
380022,Q07S128a,dgoncalves,cpu2,OUT_OF_MEMORY,10,04:32:27,,04:32:14
380022.batch,batch,,,OUT_OF_MEMORY,10,04:32:27,5508.64M,04:32:14
380022.extern,extern,,,COMPLETED,10,04:32:30,0,00:00.001
380023,Q07S128a,dgoncalves,cpu2,COMPLETED,20,05:36:24,,05:36:15
380023.batch,batch,,,COMPLETED,20,05:36:24,7655.27M,05:36:15
380023.extern,extern,,,COMPLETED,20,05:36:27,0,00:00.001
380024,Q07S128a,dgoncalves,cpu2,COMPLETED,40,05:40:42,,05:40:33
380024.batch,batch,,,COMPLETED,40,05:40:42,7721.20M,05:40:33
380024.extern,extern,,,COMPLETED,40,05:40:44,0,00:00:00
380025,Q07S128a,dgoncalves,cpu2,COMPLETED,80,05:40:34,,05:40:25
380025.batch,batch,,,COMPLETED,80,05:40:34,7617.16M,05:40:25
380025.extern,extern,,,COMPLETED,80,05:40:37,0,00:00:00
380026,Q08S128a,dgoncalves,cpu2,OUT_OF_MEMORY,10,01:30:21,,01:30:12
380026.batch,batch,,,OUT_OF_MEMORY,10,01:30:21,4578.59M,01:30:12
380026.extern,extern,,,COMPLETED,10,01:30:24,0,00:00.001
380027,Q08S128a,dgoncalves,cpu2,OUT_OF_MEMORY,20,04:45:11,,04:45:04
380027.batch,batch,,,OUT_OF_MEMORY,20,04:45:11,11768.34M,04:45:04
380027.extern,extern,,,COMPLETED,20,04:45:14,0,00:00:00
380028,Q08S128a,dgoncalves,cpu2,COMPLETED,40,14:02:48,,14:02:35
380028.batch,batch,,,COMPLETED,40,14:02:48,20255.54M,14:02:35
380028.extern,extern,,,COMPLETED,40,14:02:50,0,00:00.001
380029,Q08S128a,dgoncalves,cpu2,COMPLETED,80,14:07:20,,14:07:05
380029.batch,batch,,,COMPLETED,80,14:07:20,20022.04M,14:07:05
380029.extern,extern,,,COMPLETED,80,14:07:23,0,00:00.001
380030,Q05S256a,dgoncalves,cpu2,COMPLETED,10,02:54:37,,02:54:26
380030.batch,batch,,,COMPLETED,10,02:54:37,925.32M,02:54:26
380030.extern,extern,,,COMPLETED,10,02:54:39,0,00:00.001
380031,Q05S256a,dgoncalves,cpu2,COMPLETED,20,02:31:50,,02:31:43
380031.batch,batch,,,COMPLETED,20,02:31:50,1007.15M,02:31:43
380031.extern,extern,,,COMPLETED,20,02:31:56,0,00:00:00
380032,Q05S256a,dgoncalves,cpu2,COMPLETED,40,02:43:35,,02:43:26
380032.batch,batch,,,COMPLETED,40,02:43:35,1609.42M,02:43:26
380032.extern,extern,,,COMPLETED,40,02:43:38,0,00:00.001
380033,Q05S256a,dgoncalves,cpu2,COMPLETED,80,02:27:38,,02:27:29
380033.batch,batch,,,COMPLETED,80,02:27:38,1575.02M,02:27:29
380033.extern,extern,,,COMPLETED,80,02:27:41,0,00:00.001
380034,Q06S256a,dgoncalves,cpu2,COMPLETED,10,09:50:28,,09:50:16
380034.batch,batch,,,COMPLETED,10,09:50:28,5673.77M,09:50:16
380034.extern,extern,,,COMPLETED,10,09:50:31,0,00:00.001
380035,Q06S256a,dgoncalves,cpu2,COMPLETED,20,09:02:08,,09:01:57
380035.batch,batch,,,COMPLETED,20,09:02:08,5641.18M,09:01:57
380035.extern,extern,,,COMPLETED,20,09:02:10,0,00:00.001
380036,Q06S256a,dgoncalves,cpu2,COMPLETED,40,09:32:17,,09:32:05
380036.batch,batch,,,COMPLETED,40,09:32:17,5431.53M,09:32:05
380036.extern,extern,,,COMPLETED,40,09:32:20,0,00:00.001
380037,Q06S256a,dgoncalves,cpu2,COMPLETED,80,08:30:59,,08:30:47
380037.batch,batch,,,COMPLETED,80,08:30:59,5439.35M,08:30:47
380037.extern,extern,,,COMPLETED,80,08:31:01,0,00:00.001
380038,Q07S256a,dgoncalves,cpu2,OUT_OF_MEMORY,10,03:41:53,,03:41:42
380038.batch,batch,,,OUT_OF_MEMORY,10,03:41:53,5756.49M,03:41:42
380038.extern,extern,,,COMPLETED,10,03:41:56,0,00:00.001
380039,Q07S256a,dgoncalves,cpu2,OUT_OF_MEMORY,20,14:36:43,,14:36:21
380039.batch,batch,,,OUT_OF_MEMORY,20,14:36:43,11479.13M,14:36:21
380039.extern,extern,,,COMPLETED,20,14:36:46,0,00:00.001
380040,Q07S256a,dgoncalves,cpu2,COMPLETED,40,23:01:07,,23:00:53
380040.batch,batch,,,COMPLETED,40,23:01:07,15509.68M,23:00:53
380040.extern,extern,,,COMPLETED,40,23:01:09,0,00:00.001
380041,Q07S256a,dgoncalves,cpu2,COMPLETED,80,22:49:06,,22:48:49
380041.batch,batch,,,COMPLETED,80,22:49:06,15259.48M,22:48:49
380041.extern,extern,,,COMPLETED,80,22:49:09,0,00:00.001
380042,Q08S256a,dgoncalves,cpu2,OUT_OF_MEMORY,10,01:20:04,,01:19:54
380042.batch,batch,,,OUT_OF_MEMORY,10,01:20:04,5742.23M,01:19:54
380042.extern,extern,,,COMPLETED,10,01:20:07,0,00:00.001
380043,Q08S256a,dgoncalves,cpu2,OUT_OF_MEMORY,20,05:05:58,,05:05:53
380043.batch,batch,,,OUT_OF_MEMORY,20,05:05:58,11424.10M,05:05:53
380043.extern,extern,,,COMPLETED,20,05:06:01,0,00:00.001
380044,Q08S256a,dgoncalves,cpu2,OUT_OF_MEMORY,40,19:32:38,,19:32:24
380044.batch,batch,,,OUT_OF_MEMORY,40,19:32:38,23412.97M,19:32:24
380044.extern,extern,,,COMPLETED,40,19:32:41,0,00:00.001
380045,Q08S256a,dgoncalves,cpu2,TIMEOUT,80,1-22:40:25,,1-22:39:49
380045.batch,batch,,,CANCELLED,80,1-22:40:26,36717.13M,1-22:39:49
380045.extern,extern,,,COMPLETED,80,1-22:40:26,0,00:00.001
380046,Q05S512a,dgoncalves,cpu2,COMPLETED,10,11:27:51,,11:27:38
380046.batch,batch,,,COMPLETED,10,11:27:51,3300.39M,11:27:38
380046.extern,extern,,,COMPLETED,10,11:27:55,0,00:00.001
380047,Q05S512a,dgoncalves,cpu2,COMPLETED,20,10:52:26,,10:52:09
380047.batch,batch,,,COMPLETED,20,10:52:26,3146.67M,10:52:09
380047.extern,extern,,,COMPLETED,20,10:52:28,0,00:00.001
380048,Q05S512a,dgoncalves,cpu2,COMPLETED,40,10:59:37,,10:59:27
380048.batch,batch,,,COMPLETED,40,10:59:37,3363.12M,10:59:27
380048.extern,extern,,,COMPLETED,40,10:59:40,0,00:00.001
380049,Q05S512a,dgoncalves,cpu2,COMPLETED,80,09:57:45,,09:57:36
380049.batch,batch,,,COMPLETED,80,09:57:45,3146.45M,09:57:36
380049.extern,extern,,,COMPLETED,80,09:57:48,0,00:00.001
380050,Q06S512a,dgoncalves,cpu2,OUT_OF_MEMORY,10,10:01:22,,10:01:10
380050.batch,batch,,,OUT_OF_MEMORY,10,10:01:22,5711.76M,10:01:10
380050.extern,extern,,,COMPLETED,10,10:01:25,0,00:00.001
380051,Q06S512a,dgoncalves,cpu2,COMPLETED,20,1-13:13:43,,1-13:13:06
380051.batch,batch,,,COMPLETED,20,1-13:13:43,11602.08M,1-13:13:06
380051.extern,extern,,,COMPLETED,20,1-13:13:45,0,00:00.001
380052,Q06S512a,dgoncalves,cpu2,COMPLETED,40,1-11:07:29,,1-11:07:07
380052.batch,batch,,,COMPLETED,40,1-11:07:29,11608.70M,1-11:07:07
380052.extern,extern,,,COMPLETED,40,1-11:07:31,0,00:00.001
380053,Q06S512a,dgoncalves,cpu2,COMPLETED,80,1-10:23:11,,1-10:22:53
380053.batch,batch,,,COMPLETED,80,1-10:23:11,11633.21M,1-10:22:53
380053.extern,extern,,,COMPLETED,80,1-10:23:14,0,00:00.001
380054,Q07S512a,dgoncalves,cpu2,OUT_OF_MEMORY,10,03:27:42,,03:27:34
380054.batch,batch,,,OUT_OF_MEMORY,10,03:27:42,5254.96M,03:27:34
380054.extern,extern,,,COMPLETED,10,03:27:48,0,00:00:00
380055,Q07S512a,dgoncalves,cpu2,OUT_OF_MEMORY,20,14:05:36,,14:05:19
380055.batch,batch,,,OUT_OF_MEMORY,20,14:05:36,11851.34M,14:05:19
380055.extern,extern,,,COMPLETED,20,14:05:39,0,00:00.001
380056,Q07S512a,dgoncalves,cpu2,TIMEOUT,40,1-22:40:09,,1-22:39:42
380056.batch,batch,,,CANCELLED,40,1-22:40:10,22631.89M,1-22:39:42
380056.extern,extern,,,COMPLETED,40,1-22:40:10,0,00:00.001
380057,Q07S512a,dgoncalves,cpu2,TIMEOUT,80,1-22:40:01,,1-22:39:42
380057.batch,batch,,,CANCELLED,80,1-22:40:06,22755.38M,1-22:39:42
380057.extern,extern,,,COMPLETED,80,1-22:40:04,0,00:00:00
380058,Q08S512a,dgoncalves,cpu2,OUT_OF_MEMORY,10,01:13:36,,01:13:29
380058.batch,batch,,,OUT_OF_MEMORY,10,01:13:36,5710.65M,01:13:29
380058.extern,extern,,,COMPLETED,10,01:13:39,0,00:00.001
380059,Q08S512a,dgoncalves,cpu2,OUT_OF_MEMORY,20,05:31:05,,05:30:49
380059.batch,batch,,,OUT_OF_MEMORY,20,05:31:05,11781.05M,05:30:49
380059.extern,extern,,,COMPLETED,20,05:31:08,0,00:00.001
380060,Q08S512a,dgoncalves,cpu2,OUT_OF_MEMORY,40,20:03:53,,20:03:39
380060.batch,batch,,,OUT_OF_MEMORY,40,20:03:53,23582.74M,20:03:39
380060.extern,extern,,,COMPLETED,40,20:03:56,0,00:00:00
380061,Q08S512a,dgoncalves,cpu2,TIMEOUT,80,1-22:40:24,,1-22:39:58
380061.batch,batch,,,CANCELLED,80,1-22:40:27,36467.71M,1-22:39:58
380061.extern,extern,,,COMPLETED,80,1-22:40:27,0,00:00.001
380062,Q05S128a,dgoncalves,cpu2,FAILED,10,00:00:05,,00:02.442
380062.batch,batch,,,FAILED,10,00:00:05,0,00:02.441
380062.extern,extern,,,COMPLETED,10,00:00:08,0,00:00.001
380063,Q05S128a,dgoncalves,cpu2,FAILED,20,00:00:17,,00:03.603
380063.batch,batch,,,FAILED,20,00:00:17,0,00:03.602
380063.extern,extern,,,COMPLETED,20,00:00:20,0,00:00.001
380064,Q05S128a,dgoncalves,cpu2,FAILED,40,00:00:09,,00:02.833
380064.batch,batch,,,FAILED,40,00:00:09,0,00:02.832
380064.extern,extern,,,COMPLETED,40,00:00:12,0,00:00.001
380065,Q05S128a,dgoncalves,cpu2,FAILED,80,00:00:38,,00:03.469
380065.batch,batch,,,FAILED,80,00:00:38,135.62M,00:03.468
380065.extern,extern,,,COMPLETED,80,00:00:41,0,00:00.001
380066,Q06S128a,dgoncalves,cpu2,FAILED,10,00:00:07,,00:02.605
380066.batch,batch,,,FAILED,10,00:00:07,0,00:02.604
380066.extern,extern,,,COMPLETED,10,00:00:10,0,00:00.001
380067,Q06S128a,dgoncalves,cpu2,FAILED,20,00:00:17,,00:03.405
380067.batch,batch,,,FAILED,20,00:00:17,0,00:03.404
380067.extern,extern,,,COMPLETED,20,00:00:20,0,00:00.001
380068,Q06S128a,dgoncalves,cpu2,FAILED,40,00:00:09,,00:02.887
380068.batch,batch,,,FAILED,40,00:00:09,0,00:02.886
380068.extern,extern,,,COMPLETED,40,00:00:12,0,00:00.001
380069,Q06S128a,dgoncalves,cpu2,FAILED,80,00:00:08,,00:02.835
380069.batch,batch,,,FAILED,80,00:00:08,0,00:02.833
380069.extern,extern,,,COMPLETED,80,00:00:11,0,00:00.001
380070,Q07S128a,dgoncalves,cpu2,FAILED,10,00:00:06,,00:02.516
380070.batch,batch,,,FAILED,10,00:00:06,0,00:02.515
380070.extern,extern,,,COMPLETED,10,00:00:09,0,00:00.001
380071,Q07S128a,dgoncalves,cpu2,FAILED,20,00:00:17,,00:03.239
380071.batch,batch,,,FAILED,20,00:00:17,0,00:03.238
380071.extern,extern,,,COMPLETED,20,00:00:19,0,00:00.001
380072,Q07S128a,dgoncalves,cpu2,FAILED,40,00:00:10,,00:02.788
380072.batch,batch,,,FAILED,40,00:00:10,0,00:02.787
380072.extern,extern,,,COMPLETED,40,00:00:13,0,00:00.001
380073,Q07S128a,dgoncalves,cpu2,FAILED,80,00:00:10,,00:02.803
380073.batch,batch,,,FAILED,80,00:00:10,0,00:02.802
380073.extern,extern,,,COMPLETED,80,00:00:13,0,00:00.001
380074,Q08S128a,dgoncalves,cpu2,FAILED,10,00:00:07,,00:02.540
380074.batch,batch,,,FAILED,10,00:00:07,0,00:02.539
380074.extern,extern,,,COMPLETED,10,00:00:09,0,00:00.001
380075,Q08S128a,dgoncalves,cpu2,FAILED,20,00:00:17,,00:03.175
380075.batch,batch,,,FAILED,20,00:00:17,0,00:03.173
380075.extern,extern,,,COMPLETED,20,00:00:19,0,00:00.001
380076,Q08S128a,dgoncalves,cpu2,FAILED,40,00:00:10,,00:02.738
380076.batch,batch,,,FAILED,40,00:00:10,0,00:02.737
380076.extern,extern,,,COMPLETED,40,00:00:13,0,00:00.001
380077,Q08S128a,dgoncalves,cpu2,FAILED,80,00:00:11,,00:02.796
380077.batch,batch,,,FAILED,80,00:00:11,0,00:02.795
380077.extern,extern,,,COMPLETED,80,00:00:14,0,00:00:00
380078,Q05S256a,dgoncalves,cpu2,FAILED,10,00:00:06,,00:02.489
380078.batch,batch,,,FAILED,10,00:00:06,0,00:02.488
380078.extern,extern,,,COMPLETED,10,00:00:09,0,00:00.001
380079,Q05S256a,dgoncalves,cpu2,FAILED,20,00:00:11,,00:03.335
380079.batch,batch,,,FAILED,20,00:00:11,0,00:03.334
380079.extern,extern,,,COMPLETED,20,00:00:14,0,00:00.001
380080,Q05S256a,dgoncalves,cpu2,FAILED,40,00:00:11,,00:02.838
380080.batch,batch,,,FAILED,40,00:00:11,0,00:02.837
380080.extern,extern,,,COMPLETED,40,00:00:13,0,00:00.001
380081,Q05S256a,dgoncalves,cpu2,FAILED,80,00:00:10,,00:02.776
380081.batch,batch,,,FAILED,80,00:00:10,0,00:02.775
380081.extern,extern,,,COMPLETED,80,00:00:13,0,00:00.001
380082,Q06S256a,dgoncalves,cpu2,FAILED,10,00:00:07,,00:02.561
380082.batch,batch,,,FAILED,10,00:00:07,0,00:02.560
380082.extern,extern,,,COMPLETED,10,00:00:10,0,00:00.001
380083,Q06S256a,dgoncalves,cpu2,FAILED,20,00:00:11,,00:03.196
380083.batch,batch,,,FAILED,20,00:00:11,0,00:03.195
380083.extern,extern,,,COMPLETED,20,00:00:14,0,00:00.001
380084,Q06S256a,dgoncalves,cpu2,FAILED,40,00:00:11,,00:02.793
380084.batch,batch,,,FAILED,40,00:00:11,0,00:02.792
380084.extern,extern,,,COMPLETED,40,00:00:13,0,00:00.001
380085,Q06S256a,dgoncalves,cpu2,FAILED,80,00:00:10,,00:02.770
380085.batch,batch,,,FAILED,80,00:00:10,0,00:02.769
380085.extern,extern,,,COMPLETED,80,00:00:13,0,00:00.001
380086,Q07S256a,dgoncalves,cpu2,FAILED,10,00:00:06,,00:02.235
380086.batch,batch,,,FAILED,10,00:00:06,0,00:02.234
380086.extern,extern,,,COMPLETED,10,00:00:09,0,00:00.001
380087,Q07S256a,dgoncalves,cpu2,FAILED,20,00:00:11,,00:03.028
380087.batch,batch,,,FAILED,20,00:00:11,0,00:03.026
380087.extern,extern,,,COMPLETED,20,00:00:13,0,00:00.001
380088,Q07S256a,dgoncalves,cpu2,FAILED,40,00:00:10,,00:02.809
